image,steering,throttle
frame_000000.jpg,0.0,0.15000000000000002
frame_000001.jpg,0.0,0.2
frame_000002.jpg,0.0,0.25
frame_000003.jpg,0.0,0.3
frame_000004.jpg,0.0,0.35
frame_000005.jpg,0.0,0.39999999999999997
frame_000006.jpg,0.0,0.44999999999999996
frame_000007.jpg,0.0,0.49999999999999994
frame_000008.jpg,0.0,0.5499999999999999
frame_000009.jpg,0.0,0.6
frame_000010.jpg,0.0,0.65
frame_000011.jpg,0.08,0.5850000000000001
frame_000012.jpg,0.16,0.6350000000000001
frame_000013.jpg,0.24,0.6850000000000002
frame_000014.jpg,0.32,0.7350000000000002
frame_000015.jpg,0.4,0.7850000000000003
frame_000016.jpg,0.48000000000000004,0.8350000000000003
frame_000017.jpg,0.56,0.8850000000000003
frame_000018.jpg,0.64,0.9350000000000004
frame_000019.jpg,0.72,0.8415000000000004
frame_000020.jpg,0.7999999999999999,0.8915000000000004
frame_000021.jpg,0.8799999999999999,0.8023500000000003
frame_000022.jpg,0.9599999999999999,0.8523500000000004
frame_000023.jpg,1,0.9023500000000004
frame_000024.jpg,0.85,0.9523500000000005
frame_000025.jpg,0.77,1
frame_000026.jpg,0.6900000000000001,1
frame_000027.jpg,0.6100000000000001,1
frame_000028.jpg,0.5300000000000001,0.9
frame_000029.jpg,0.4500000000000001,0.81
frame_000030.jpg,0.3700000000000001,0.8600000000000001
frame_000031.jpg,0.2900000000000001,0.9100000000000001
frame_000032.jpg,0.21000000000000008,0.9600000000000002
frame_000033.jpg,0.13000000000000006,1
frame_000034.jpg,0.05000000000000006,0.9
frame_000035.jpg,-0.029999999999999943,0.81
frame_000036.jpg,-0.10999999999999995,0.7290000000000001
frame_000037.jpg,-0.18999999999999995,0.7790000000000001
frame_000038.jpg,-0.26999999999999996,0.8290000000000002
frame_000039.jpg,-0.35,0.8790000000000002
frame_000040.jpg,-0.43,0.9290000000000003
frame_000041.jpg,-0.51,0.9790000000000003
frame_000042.jpg,-0.59,0.8811000000000003
frame_000043.jpg,-0.6699999999999999,0.7929900000000003
frame_000044.jpg,-0.7499999999999999,0.8429900000000004
frame_000045.jpg,-0.8299999999999998,0.8929900000000004
frame_000046.jpg,-0.7054999999999999,0.9429900000000004
frame_000047.jpg,-0.599675,0.9929900000000005
frame_000048.jpg,-0.5097237499999999,1
frame_000049.jpg,-0.4332651874999999,1
frame_000050.jpg,-0.3682754093749999,1
frame_000051.jpg,-0.3130340979687499,1
frame_000052.jpg,-0.26607898327343743,1
frame_000053.jpg,-0.2261671357824218,1
frame_000054.jpg,-0.30616713578242183,1
frame_000055.jpg,-0.38616713578242184,0.9
frame_000056.jpg,-0.46616713578242186,0.81
frame_000057.jpg,-0.5461671357824218,0.8600000000000001
frame_000058.jpg,-0.6261671357824218,0.9100000000000001
frame_000059.jpg,-0.7061671357824217,0.9600000000000002
frame_000060.jpg,-0.7861671357824217,1
frame_000061.jpg,-0.6682420654150584,1
frame_000062.jpg,-0.7482420654150583,1
frame_000063.jpg,-0.8282420654150583,1
frame_000064.jpg,-0.7040057556027995,1
frame_000065.jpg,-0.5984048922623796,1
frame_000066.jpg,-0.5086441584230227,1
frame_000067.jpg,-0.43234753465956927,1
frame_000068.jpg,-0.3674954044606339,1
frame_000069.jpg,-0.3123710937915388,1
frame_000070.jpg,-0.39237109379153884,1
frame_000071.jpg,-0.47237109379153885,0.9
frame_000072.jpg,-0.5523710937915388,0.9500000000000001
frame_000073.jpg,-0.6323710937915388,1
frame_000074.jpg,-0.7123710937915387,1
frame_000075.jpg,-0.7923710937915387,1
frame_000076.jpg,-0.6735154297228079,1
frame_000077.jpg,-0.5724881152643867,1
frame_000078.jpg,-0.4866148979747287,1
frame_000079.jpg,-0.4136226632785194,1
frame_000080.jpg,-0.3515792637867415,1
frame_000081.jpg,-0.2988423742187303,1
frame_000082.jpg,-0.3788423742187303,1
frame_000083.jpg,-0.4588423742187303,1
frame_000084.jpg,-0.5388423742187303,1
frame_000085.jpg,-0.45801601808592074,1
frame_000086.jpg,-0.3893136153730326,1
frame_000087.jpg,-0.3309165730670777,1
frame_000088.jpg,-0.28127908710701605,1
frame_000089.jpg,-0.23908722404096364,1
frame_000090.jpg,-0.2032241404348191,1
frame_000091.jpg,-0.17274051936959622,1
frame_000092.jpg,-0.14682944146415677,1
frame_000093.jpg,-0.12480502524453325,1
frame_000094.jpg,-0.10608427145785326,1
frame_000095.jpg,-0.09017163073917527,1
frame_000096.jpg,-0.07664588612829898,1
frame_000097.jpg,0.0033541138717010227,1
frame_000098.jpg,0.08335411387170102,0.9
frame_000099.jpg,0.163354113871701,0.81
frame_000100.jpg,0.24335411387170103,0.8600000000000001
frame_000101.jpg,0.32335411387170104,0.9100000000000001
frame_000102.jpg,0.2748509967909459,0.9600000000000002
frame_000103.jpg,0.233623347272304,1
frame_000104.jpg,0.313623347272304,1
frame_000105.jpg,0.393623347272304,0.9
frame_000106.jpg,0.3345798451814584,0.9500000000000001
frame_000107.jpg,0.2545798451814584,1
frame_000108.jpg,0.17457984518145836,1
frame_000109.jpg,0.09457984518145836,1
frame_000110.jpg,0.014579845181458356,1
frame_000111.jpg,-0.06542015481854165,1
frame_000112.jpg,-0.14542015481854165,1
frame_000113.jpg,-0.22542015481854166,1
frame_000114.jpg,-0.3054201548185417,1
frame_000115.jpg,-0.3854201548185417,0.9
frame_000116.jpg,-0.32760713159576044,0.9500000000000001
frame_000117.jpg,-0.2784660618563964,1
frame_000118.jpg,-0.3584660618563964,1
frame_000119.jpg,-0.3046961525779369,1
frame_000120.jpg,-0.2589917296912464,1
frame_000121.jpg,-0.22014297023755944,1
frame_000122.jpg,-0.18712152470192553,1
frame_000123.jpg,-0.1590532959966367,1
frame_000124.jpg,-0.1351953015971412,1
frame_000125.jpg,-0.11491600635757,1
frame_000126.jpg,-0.0976786054039345,1
frame_000127.jpg,-0.08302681459334432,1
frame_000128.jpg,-0.07057279240434267,1
frame_000129.jpg,-0.05998687354369126,1
frame_000130.jpg,-0.05098884251213757,1
frame_000131.jpg,-0.043340516135316934,1
frame_000132.jpg,-0.03683943871501939,1
frame_000133.jpg,-0.03131352290776648,0.9
frame_000134.jpg,-0.11131352290776649,0.81
frame_000135.jpg,-0.1913135229077665,0.7290000000000001
frame_000136.jpg,-0.2713135229077665,0.6561000000000001
frame_000137.jpg,-0.3513135229077665,0.7061000000000002
frame_000138.jpg,-0.43131352290776653,0.7561000000000002
frame_000139.jpg,-0.5113135229077665,0.6804900000000003
frame_000140.jpg,-0.43461649447160156,0.6124410000000002
frame_000141.jpg,-0.5146164944716015,0.5511969000000002
frame_000142.jpg,-0.5946164944716015,0.6011969000000003
frame_000143.jpg,-0.6746164944716014,0.6511969000000003
frame_000144.jpg,-0.7546164944716014,0.5860772100000002
frame_000145.jpg,-0.6414240203008612,0.5274694890000002
frame_000146.jpg,-0.7214240203008612,0.5774694890000003
frame_000147.jpg,-0.8014240203008611,0.6274694890000003
frame_000148.jpg,-0.8814240203008611,0.6774694890000004
frame_000149.jpg,-0.961424020300861,0.7274694890000004
frame_000150.jpg,-1,0.7774694890000005
frame_000151.jpg,-0.85,0.6997225401000005
frame_000152.jpg,-0.7224999999999999,0.7497225401000005
frame_000153.jpg,-0.8024999999999999,0.6747502860900004
frame_000154.jpg,-0.8824999999999998,0.6072752574810004
frame_000155.jpg,-0.9624999999999998,0.6572752574810005
frame_000156.jpg,-0.8181249999999998,0.7072752574810005
frame_000157.jpg,-0.6954062499999998,0.7572752574810006
frame_000158.jpg,-0.5910953124999998,0.8072752574810006
frame_000159.jpg,-0.5024310156249998,0.8572752574810006
frame_000160.jpg,-0.4270663632812498,0.9072752574810007
frame_000161.jpg,-0.5070663632812498,0.8165477317329006
frame_000162.jpg,-0.5870663632812497,0.7348929585596106
frame_000163.jpg,-0.6670663632812497,0.6614036627036495
frame_000164.jpg,-0.7470663632812496,0.5952632964332846
frame_000165.jpg,-0.8270663632812496,0.5357369667899561
frame_000166.jpg,-0.9070663632812496,0.4821632701109605
frame_000167.jpg,-0.9870663632812495,0.5321632701109605
frame_000168.jpg,-0.8390064087890621,0.5821632701109606
frame_000169.jpg,-0.7131554474707027,0.6321632701109606
frame_000170.jpg,-0.6061821303500973,0.6821632701109607
frame_000171.jpg,-0.5152548107975826,0.7321632701109607
frame_000172.jpg,-0.43796658917794523,0.7821632701109608
frame_000173.jpg,-0.37227160080125343,0.8321632701109608
frame_000174.jpg,-0.3164308606810654,0.8821632701109609
frame_000175.jpg,-0.2689662315789056,0.9321632701109609
frame_000176.jpg,-0.22862129684206975,0.9821632701109609
frame_000177.jpg,-0.30862129684206974,0.8839469430998649
frame_000178.jpg,-0.38862129684206975,0.7955522487898784
frame_000179.jpg,-0.46862129684206977,0.7159970239108906
frame_000180.jpg,-0.5486212968420697,0.6443973215198016
frame_000181.jpg,-0.6286212968420697,0.5799575893678214
frame_000182.jpg,-0.7086212968420696,0.6299575893678214
frame_000183.jpg,-0.6023281023157592,0.6799575893678215
frame_000184.jpg,-0.5119788869683953,0.7299575893678215
frame_000185.jpg,-0.435182053923136,0.7799575893678216
frame_000186.jpg,-0.3699047458346656,0.8299575893678216
frame_000187.jpg,-0.4499047458346656,0.8799575893678216
frame_000188.jpg,-0.5299047458346656,0.7919618304310395
frame_000189.jpg,-0.6099047458346656,0.7127656473879356
frame_000190.jpg,-0.6899047458346655,0.6414890826491421
frame_000191.jpg,-0.7699047458346655,0.5773401743842279
frame_000192.jpg,-0.8499047458346655,0.5196061569458051
frame_000193.jpg,-0.9299047458346654,0.5696061569458052
frame_000194.jpg,-0.7904190339594656,0.6196061569458052
frame_000195.jpg,-0.6718561788655457,0.6696061569458053
